退款单号,订单编号,申请时间,商品编码,商品名称,品类,refund_type,退款原因,退款金额,退款状态
RF20250723003044,京20250723496224,2025-07-23 15:09:00,SKU_食_006,食品商品15,食品,仅退款,与描述不符,61.58,已完成
RF20250723003045,京20250723055826,2025-07-23 13:53:00,SKU_食_009,食品商品7,食品,退货退款,物流太慢,50.33,已完成
RF20250723003046,京20250723212995,2025-07-23 08:05:00,SKU_食_002,食品商品15,食品,仅退款,质量问题,47.84,已完成
RF20250723003047,京20250723947529,2025-07-23 19:40:00,SKU_食_003,食品商品15,食品,仅退款,物流太慢,52.28,已完成
RF20250723003048,京20250723646981,2025-07-23 18:26:00,SKU_食_003,食品商品4,食品,退货退款,不想要了,53.09,已完成
RF20250723003049,京20250723481368,2025-07-23 20:56:00,SKU_食_002,食品商品13,食品,仅退款,尺码不合适,62.3,已完成
RF20250723003050,京20250723501088,2025-07-23 20:55:00,SKU_食_009,食品商品2,食品,退货退款,不想要了,57.4,已拒绝
RF20250723003051,京20250723844346,2025-07-23 17:48:00,SKU_食_004,食品商品19,食品,仅退款,与描述不符,51.08,处理中
RF20250723003052,京20250723058061,2025-07-23 18:45:00,SKU_食_002,食品商品4,食品,仅退款,不想要了,47.18,已完成
RF20250723003053,京20250723515437,2025-07-23 21:15:00,SKU_食_009,食品商品13,食品,退货退款,物流太慢,49.47,已完成
RF20250723003054,京20250723550014,2025-07-23 09:42:00,SKU_食_005,食品商品13,食品,退货退款,质量问题,54.41,已完成
RF20250723003055,京20250723880651,2025-07-23 17:16:00,SKU_食_009,食品商品9,食品,退货退款,不想要了,54.86,处理中
RF20250723003056,京20250723966749,2025-07-23 20:02:00,SKU_电_009,电子商品12,电子,退货退款,不想要了,481.29,已完成
RF20250723003057,京20250723111061,2025-07-23 16:48:00,SKU_电_007,电子商品3,电子,仅退款,不想要了,384.93,已拒绝
RF20250723003058,京20250723577092,2025-07-23 16:08:00,SKU_电_003,电子商品19,电子,仅退款,质量问题,456.05,已完成
RF20250723003059,京20250723689361,2025-07-23 20:10:00,SKU_电_007,电子商品12,电子,仅退款,物流太慢,403.4,已完成
RF20250723003060,京20250723711795,2025-07-23 13:40:00,SKU_电_009,电子商品14,电子,仅退款,物流太慢,494.0,已完成
RF20250723003061,京20250723136191,2025-07-23 17:38:00,SKU_电_004,电子商品8,电子,退货退款,尺码不合适,300.53,已完成
RF20250723003062,京20250723683892,2025-07-23 08:11:00,SKU_电_007,电子商品6,电子,仅退款,与描述不符,454.65,已完成
RF20250723003063,京20250723969122,2025-07-23 08:13:00,SKU_电_007,电子商品5,电子,仅退款,与描述不符,415.55,已完成
RF20250723003064,京20250723611819,2025-07-23 21:11:00,SKU_电_002,电子商品17,电子,退货退款,尺码不合适,461.45,已完成
RF20250723003065,京20250723224069,2025-07-23 11:41:00,SKU_电_008,电子商品3,电子,仅退款,尺码不合适,380.24,已完成
RF20250723003066,京20250723750069,2025-07-23 19:26:00,SKU_电_006,电子商品14,电子,退货退款,与描述不符,441.99,已完成
RF20250723003067,京20250723201341,2025-07-23 17:00:00,SKU_电_006,电子商品1,电子,退货退款,质量问题,375.72,已完成
RF20250723003068,京20250723214583,2025-07-23 09:36:00,SKU_电_005,电子商品6,电子,退货退款,质量问题,394.99,已完成
RF20250723003069,京20250723794017,2025-07-23 17:24:00,SKU_电_009,电子商品18,电子,退货退款,质量问题,370.24,已完成
RF20250723003070,京20250723004726,2025-07-23 14:40:00,SKU_服_003,服装商品9,服装,仅退款,不想要了,184.97,处理中
RF20250723003071,京20250723133414,2025-07-23 13:39:00,SKU_服_002,服装商品17,服装,仅退款,物流太慢,153.19,已完成
RF20250723003072,京20250723021030,2025-07-23 19:42:00,SKU_服_005,服装商品12,服装,仅退款,与描述不符,185.74,已完成
RF20250724003172,京20250724296350,2025-07-24 21:03:00,SKU_美_005,美妆商品6,美妆,退货退款,不想要了,130.33,处理中
RF20250724003173,京20250724783161,2025-07-24 09:06:00,SKU_美_004,美妆商品7,美妆,退货退款,与描述不符,106.86,已完成
RF20250724003174,京20250724486169,2025-07-24 12:52:00,SKU_美_004,美妆商品3,美妆,退货退款,不想要了,126.27,已完成
RF20250724003175,京20250724083914,2025-07-24 12:23:00,SKU_美_009,美妆商品2,美妆,退货退款,物流太慢,160.39,已拒绝
RF20250724003176,京20250724991599,2025-07-24 20:44:00,SKU_美_006,美妆商品12,美妆,仅退款,尺码不合适,117.07,已完成
RF20250724003177,京20250724719210,2025-07-24 11:50:00,SKU_美_006,美妆商品18,美妆,退货退款,不想要了,106.04,处理中
RF20250724003178,京20250724778673,2025-07-24 14:00:00,SKU_食_002,食品商品14,食品,仅退款,质量问题,46.31,已拒绝
RF20250724003179,京20250724302070,2025-07-24 17:50:00,SKU_食_009,食品商品14,食品,退货退款,质量问题,52.38,已拒绝
RF20250724003180,京20250724139162,2025-07-24 20:28:00,SKU_食_002,食品商品15,食品,仅退款,质量问题,45.04,已完成
RF20250724003181,京20250724068692,2025-07-24 18:48:00,SKU_食_004,食品商品18,食品,仅退款,质量问题,55.08,已完成
RF20250724003182,京20250724244053,2025-07-24 10:05:00,SKU_食_001,食品商品9,食品,退货退款,与描述不符,55.32,已完成
RF20250724003183,京20250724620255,2025-07-24 15:52:00,SKU_食_005,食品商品14,食品,退货退款,物流太慢,59.18,已完成
RF20250724003184,京20250724911343,2025-07-24 10:43:00,SKU_食_005,食品商品19,食品,退货退款,与描述不符,57.86,已拒绝
RF20250724003185,京20250724384333,2025-07-24 14:46:00,SKU_食_008,食品商品14,食品,退货退款,质量问题,55.89,已完成
RF20250724003186,京20250724729381,2025-07-24 08:02:00,SKU_食_001,食品商品6,食品,退货退款,与描述不符,45.29,已完成
RF20250724003187,京20250724647354,2025-07-24 11:21:00,SKU_食_007,食品商品4,食品,仅退款,质量问题,60.67,已完成
RF20250724003188,京20250724012599,2025-07-24 18:23:00,SKU_食_007,食品商品4,食品,仅退款,与描述不符,54.06,已拒绝
RF20250724003189,京20250724431879,2025-07-24 16:36:00,SKU_食_009,食品商品11,食品,仅退款,与描述不符,56.12,已完成
RF20250724003190,京20250724256314,2025-07-24 20:29:00,SKU_食_008,食品商品16,食品,退货退款,物流太慢,48.07,已完成
RF20250724003191,京20250724530287,2025-07-24 19:28:00,SKU_电_005,电子商品15,电子,退货退款,质量问题,446.4,处理中
RF20250724003192,京20250724890499,2025-07-24 12:50:00,SKU_电_004,电子商品1,电子,仅退款,质量问题,402.96,已完成
RF20250724003193,京20250724308271,2025-07-24 17:31:00,SKU_电_007,电子商品5,电子,仅退款,尺码不合适,577.47,已完成
RF20250724003194,京20250724408990,2025-07-24 12:45:00,SKU_电_008,电子商品17,电子,仅退款,物流太慢,404.51,已完成
RF20250724003195,京20250724552324,2025-07-24 11:47:00,SKU_电_009,电子商品19,电子,仅退款,质量问题,432.94,已拒绝
RF20250724003196,京20250724459649,2025-07-24 11:06:00,SKU_电_007,电子商品19,电子,仅退款,物流太慢,337.55,已完成
RF20250724003197,京20250724531245,2025-07-24 12:48:00,SKU_电_006,电子商品3,电子,仅退款,与描述不符,488.35,处理中
RF20250724003198,京20250724571058,2025-07-24 20:07:00,SKU_电_009,电子商品19,电子,仅退款,尺码不合适,368.44,已完成
RF20250724003199,京20250724642983,2025-07-24 16:34:00,SKU_电_007,电子商品5,电子,仅退款,质量问题,493.46,已完成
RF20250724003200,京20250724611823,2025-07-24 16:16:00,SKU_服_001,服装商品10,服装,仅退款,尺码不合适,157.53,已完成
RF20250724003201,京20250724132323,2025-07-24 17:17:00,SKU_服_009,服装商品1,服装,仅退款,尺码不合适,175.13,已完成
RF20250724003202,京20250724988865,2025-07-24 20:37:00,SKU_服_001,服装商品13,服装,仅退款,与描述不符,162.9,处理中
RF20250724003203,京20250724789218,2025-07-24 16:07:00,SKU_服_001,服装商品9,服装,退货退款,尺码不合适,177.24,已完成
RF20250725003315,京20250725856826,2025-07-25 16:43:00,SKU_美_004,美妆商品9,美妆,退货退款,质量问题,135.59,已完成
RF20250725003316,京20250725100701,2025-07-25 11:51:00,SKU_美_003,美妆商品12,美妆,仅退款,与描述不符,134.23,处理中
RF20250725003317,京20250725657604,2025-07-25 19:38:00,SKU_美_003,美妆商品18,美妆,仅退款,物流太慢,135.33,已完成
RF20250725003318,京20250725255788,2025-07-25 08:28:00,SKU_美_008,美妆商品17,美妆,退货退款,尺码不合适,155.33,已完成
RF20250725003319,京20250725611448,2025-07-25 12:44:00,SKU_美_009,美妆商品4,美妆,仅退款,尺码不合适,155.77,已完成
RF20250725003320,京20250725463907,2025-07-25 16:41:00,SKU_美_009,美妆商品12,美妆,退货退款,质量问题,94.53,已完成
RF20250725003321,京20250725343600,2025-07-25 15:16:00,SKU_美_009,美妆商品14,美妆,退货退款,与描述不符,137.72,处理中
RF20250725003322,京20250725089146,2025-07-25 17:02:00,SKU_美_009,美妆商品12,美妆,退货退款,尺码不合适,114.47,处理中
RF20250725003323,京20250725795489,2025-07-25 09:35:00,SKU_食_009,食品商品9,食品,仅退款,不想要了,56.72,已完成
RF20250725003324,京20250725461040,2025-07-25 11:14:00,SKU_食_003,食品商品6,食品,退货退款,不想要了,45.76,已完成
RF20250725003325,京20250725244773,2025-07-25 14:10:00,SKU_食_006,食品商品15,食品,退货退款,质量问题,59.85,已完成
RF20250725003326,京20250725711023,2025-07-25 13:06:00,SKU_食_002,食品商品14,食品,仅退款,质量问题,48.82,已完成
RF20250725003327,京20250725482425,2025-07-25 09:30:00,SKU_食_003,食品商品10,食品,退货退款,质量问题,61.68,处理中
RF20250725003328,京20250725860576,2025-07-25 18:31:00,SKU_食_002,食品商品18,食品,退货退款,不想要了,56.35,处理中
RF20250725003329,京20250725016250,2025-07-25 12:09:00,SKU_食_007,食品商品19,食品,退货退款,与描述不符,53.93,已完成
RF20250725003330,京20250725455242,2025-07-25 09:43:00,SKU_食_009,食品商品14,食品,退货退款,质量问题,73.09,已完成
RF20250725003331,京20250725132926,2025-07-25 15:25:00,SKU_食_002,食品商品12,食品,退货退款,尺码不合适,57.53,已完成
RF20250725003332,京20250725684403,2025-07-25 19:14:00,SKU_食_005,食品商品13,食品,仅退款,质量问题,55.52,处理中
RF20250725003333,京20250725343940,2025-07-25 12:02:00,SKU_食_001,食品商品15,食品,仅退款,不想要了,61.68,已完成
RF20250725003334,京20250725550197,2025-07-25 21:24:00,SKU_电_008,电子商品2,电子,退货退款,与描述不符,448.08,已拒绝
RF20250725003335,京20250725761512,2025-07-25 09:41:00,SKU_电_003,电子商品7,电子,仅退款,不想要了,426.28,已完成
RF20250725003336,京20250725605684,2025-07-25 13:18:00,SKU_电_006,电子商品14,电子,仅退款,质量问题,487.7,已完成
RF20250725003337,京20250725870926,2025-07-25 17:53:00,SKU_电_004,电子商品8,电子,仅退款,不想要了,473.35,处理中
RF20250725003338,京20250725230173,2025-07-25 16:10:00,SKU_电_002,电子商品10,电子,仅退款,质量问题,493.51,处理中
RF20250725003339,京20250725969067,2025-07-25 17:27:00,SKU_电_004,电子商品13,电子,仅退款,不想要了,462.23,已完成
RF20250725003340,京20250725157130,2025-07-25 15:36:00,SKU_电_008,电子商品11,电子,仅退款,质量问题,432.22,已完成
RF20250725003341,京20250725600593,2025-07-25 09:30:00,SKU_电_006,电子商品17,电子,仅退款,不想要了,386.3,已完成
RF20250725003342,京20250725715290,2025-07-25 20:42:00,SKU_电_004,电子商品4,电子,退货退款,物流太慢,358.8,已完成
RF20250725003343,京20250725755126,2025-07-25 18:19:00,SKU_电_001,电子商品7,电子,退货退款,与描述不符,437.64,已完成
RF20250725003344,京20250725944513,2025-07-25 13:19:00,SKU_电_005,电子商品18,电子,仅退款,尺码不合适,426.98,已完成
RF20250725003345,京20250725787526,2025-07-25 11:44:00,SKU_电_001,电子商品14,电子,退货退款,尺码不合适,413.75,已完成
RF20250725003346,京20250725931872,2025-07-25 11:31:00,SKU_电_009,电子商品7,电子,退货退款,质量问题,560.54,已完成
RF20250725003347,京20250725900366,2025-07-25 17:35:00,SKU_服_001,服装商品7,服装,退货退款,与描述不符,156.07,已完成
RF20250725003348,京20250725510240,2025-07-25 11:53:00,SKU_服_003,服装商品1,服装,仅退款,质量问题,156.05,已拒绝
RF20250725003349,京20250725617343,2025-07-25 16:03:00,SKU_服_006,服装商品3,服装,仅退款,不想要了,158.69,已拒绝
RF20250726003453,京20250726179038,2025-07-26 10:22:00,SKU_美_006,美妆商品13,美妆,退货退款,不想要了,94.08,已完成
RF20250726003454,京20250726851340,2025-07-26 12:10:00,SKU_美_006,美妆商品12,美妆,仅退款,质量问题,156.47,已完成
RF20250726003455,京20250726109842,2025-07-26 08:50:00,SKU_美_003,美妆商品8,美妆,退货退款,不想要了,109.58,处理中
RF20250726003456,京20250726458486,2025-07-26 09:52:00,SKU_美_008,美妆商品5,美妆,仅退款,质量问题,135.9,已完成
RF20250726003457,京20250726869128,2025-07-26 14:17:00,SKU_美_006,美妆商品8,美妆,退货退款,不想要了,144.35,处理中
RF20250726003458,京20250726247875,2025-07-26 08:37:00,SKU_美_007,美妆商品17,美妆,仅退款,尺码不合适,127.87,已拒绝
RF20250726003459,京20250726782171,2025-07-26 08:50:00,SKU_食_006,食品商品14,食品,仅退款,质量问题,50.31,已完成
RF20250726003460,京20250726716868,2025-07-26 14:08:00,SKU_食_001,食品商品8,食品,退货退款,与描述不符,63.65,已完成
RF20250726003461,京20250726290613,2025-07-26 14:45:00,SKU_食_007,食品商品17,食品,仅退款,不想要了,47.45,已完成
RF20250726003462,京20250726451718,2025-07-26 16:40:00,SKU_食_009,食品商品7,食品,仅退款,质量问题,58.52,处理中
RF20250726003463,京20250726194369,2025-07-26 18:38:00,SKU_食_005,食品商品4,食品,仅退款,质量问题,50.8,已完成
RF20250726003464,京20250726839680,2025-07-26 20:01:00,SKU_食_005,食品商品1,食品,仅退款,物流太慢,53.83,已完成
RF20250726003465,京20250726524046,2025-07-26 13:36:00,SKU_食_006,食品商品18,食品,退货退款,尺码不合适,52.78,处理中
RF20250726003466,京20250726672931,2025-07-26 15:40:00,SKU_食_001,食品商品16,食品,仅退款,物流太慢,53.13,已完成
RF20250726003467,京20250726601919,2025-07-26 19:42:00,SKU_食_003,食品商品4,食品,退货退款,与描述不符,43.67,已拒绝
RF20250726003468,京20250726540027,2025-07-26 16:21:00,SKU_电_008,电子商品1,电子,仅退款,与描述不符,379.16,已完成
RF20250726003469,京20250726256897,2025-07-26 13:31:00,SKU_电_003,电子商品7,电子,仅退款,与描述不符,481.17,已完成
RF20250726003470,京20250726576020,2025-07-26 19:03:00,SKU_电_001,电子商品19,电子,退货退款,与描述不符,505.05,已完成
RF20250726003471,京20250726648980,2025-07-26 12:23:00,SKU_电_007,电子商品18,电子,仅退款,不想要了,469.44,已完成
RF20250726003472,京20250726552135,2025-07-26 14:34:00,SKU_电_005,电子商品10,电子,退货退款,尺码不合适,487.26,已完成
RF20250726003473,京20250726900287,2025-07-26 20:40:00,SKU_电_006,电子商品16,电子,退货退款,不想要了,335.09,已完成
RF20250726003474,京20250726275355,2025-07-26 09:31:00,SKU_电_007,电子商品8,电子,退货退款,不想要了,406.74,已完成
RF20250726003475,京20250726056227,2025-07-26 17:36:00,SKU_电_007,电子商品4,电子,退货退款,尺码不合适,495.56,已完成
RF20250726003476,京20250726523825,2025-07-26 17:20:00,SKU_电_007,电子商品2,电子,仅退款,物流太慢,391.12,处理中
RF20250726003477,京20250726859564,2025-07-26 14:07:00,SKU_电_006,电子商品2,电子,退货退款,尺码不合适,453.61,已拒绝
RF20250726003478,京20250726017750,2025-07-26 13:02:00,SKU_电_002,电子商品17,电子,仅退款,物流太慢,551.75,已完成
RF20250726003479,京20250726499487,2025-07-26 17:00:00,SKU_电_002,电子商品17,电子,退货退款,与描述不符,353.12,已完成
RF20250726003480,京20250726619816,2025-07-26 10:15:00,SKU_电_003,电子商品3,电子,仅退款,物流太慢,326.66,已完成
RF20250726003481,京20250726653289,2025-07-26 12:23:00,SKU_电_005,电子商品9,电子,退货退款,与描述不符,442.59,已完成
RF20250726003482,京20250726029117,2025-07-26 08:38:00,SKU_服_004,服装商品10,服装,仅退款,尺码不合适,164.91,已完成
RF20250726003483,京20250726329464,2025-07-26 18:13:00,SKU_服_002,服装商品12,服装,退货退款,物流太慢,161.34,已完成
RF20250726003484,京20250726725360,2025-07-26 12:53:00,SKU_服_009,服装商品1,服装,退货退款,质量问题,179.7,已完成
RF20250726003485,京20250726473428,2025-07-26 16:58:00,SKU_服_003,服装商品8,服装,仅退款,与描述不符,202.07,已拒绝
